,beer,style,region,manufacturer,brand,fermentation,alcohol,volume,img,price,ingredients,tastes,serve_with,name
Gulden-Draak-9000-Quadruple,"['Янтарное', 'Фильтрованное']","['Эль', 'Бельгийский/Французский Эль', 'Квадрупель']",['Бельгия'],Van Steenberge,Gulden Draak,['Верховое брожение'],Крепкий,0.33,../data/images/Gulden-Draak-9000-Quadruple.jpg,Средний,"['ячмень', 'хмель']","['фруктовый', 'специи/пряности', 'слива', 'груша', 'виноград', 'яблоки', 'перец', 'изюм', 'плотный', 'солод']","['мясо', 'сыры', 'барбекю', 'овощи гриль', 'шоколад']",Van Steenberge Gulden Draak
Aukstaitijos-Bravorai-Magaryciu-Alus,"['Коричневое', 'Нефильтрованное']",['Эль'],['Литва'],Aukstaitijos Bravorai,Aukstaitijos Bravorai,['Верховое брожение'],Средний,0.5,../data/images/Aukstaitijos-Bravorai-Magaryciu-Alus.jpg,Средний,"['ячмень', 'хмель', 'рожь']","['тосты', 'орехи', 'карамель', 'хлеб', 'насыщенный/интенсивный', 'сладковатый', 'хмель']","['жареное мясо', 'закуски', 'овощи', 'твердые сыры', 'снэки']",Aukstaitijos Bravorai Aukstaitijos Bravorai
Augustiner-Lagerbier-Hell,"['Светлое', 'Фильтрованное']","['Лагер', 'Немецкий Лагер']","['Германия', 'Бавария']",Augustiner-Brau Wagner,Augustiner,['Низовое брожение'],Средний,0.5,../data/images/Augustiner-Lagerbier-Hell.jpg,Средний,"['ячмень', 'хмель']","['солод', 'мягкий', 'гармоничный', 'освежающий', 'горьковатый', 'нежный', 'хмель']","['рыба', 'свинина', 'морепродукты/дары моря', 'салат', 'сыры', 'немецкая кухня']",Augustiner-Brau Wagner Augustiner
Grimbergen-Double-Ambree,"['Янтарное', 'Фильтрованное']","['Эль', 'Бельгийский/Французский Эль', 'Дубль/дюббель']",['Польша'],Carlsberg Group,Grimbergen,['Верховое брожение'],Средний,0.33,../data/images/Grimbergen-Double-Ambree.jpg,Средний,"['ячмень', 'хмель']","['сухофрукты', 'изюм', 'солод', 'полный', 'горьковатый', 'сладковатый']","['мясо', 'жаркое', 'стейк', 'шашлык', 'жирное мясо', 'жирные блюда', 'сытные блюда']",Carlsberg Group Grimbergen
Straffe-Hendrik-Tripel-750,['Светлое'],"['Эль', 'Бельгийский/Французский Эль', 'Трипль']",['Бельгия'],De Halve Maan,Straffe Hendrik,['Верховое брожение'],Крепкий,0.75,../data/images/Straffe-Hendrik-Tripel-750.jpg,Дорогой,"['ячмень', 'хмель']","['специи/пряности', 'минералы', 'травы', 'цитрусовые', 'банан', 'карамель', 'солод', 'мягкий']","['птица', 'свинина', 'сыры', 'средиземноморская кухня']",De Halve Maan Straffe Hendrik
Mort-Subite-Kriek-Lambic,"['Янтарное', 'Вишневое', 'Фильтрованное']","['Эль', 'Ламбик/Фруктовое', 'Бельгийский/Французский Эль']",['Бельгия'],Alken-Maes,Mort Subite,['Верховое брожение'],Средний,0.25,../data/images/Mort-Subite-Kriek-Lambic.jpg,Средний,"['ячмень', 'хмель', 'фрукты', 'пшеница']","['вишня', 'малина', 'богатый', 'приятный', 'гармоничный', 'кислинка', 'глубокий']","['аперитив', 'салат', 'закуски', 'дижестив']",Alken-Maes Mort Subite
Wychwood-King-Goblin,"['Темное', 'Фильтрованное']","['Эль', 'Английский Эль', 'Английский Крепкий Эль']",['Англия'],Wychwood Brewery,King Goblin,['Верховое брожение'],Средний,0.5,../data/images/Wychwood-King-Goblin.jpg,Средний,"['хмель', 'ячмень']","['фруктовый', 'какао', 'изюм', 'херес', 'солод', 'богатый', 'насыщенный/интенсивный']","['мясо', 'свинина', 'лосось/семга', 'сыры', 'мясо на гриле', 'карри']",Wychwood Brewery King Goblin
Gambrinus-Premium,"['Светлое', 'Фильтрованное']","['Лагер', 'Чешский Лагер', 'Чешский Пилснер']",['Чехия'],Plzensky Prazdroj,Gambrinus,['Низовое брожение'],Средний,0.5,../data/images/Gambrinus-Premium.jpg,Средний,"['ячмень', 'хмель']","['солод', 'насыщенный/интенсивный', 'сладковатый', 'хмель']","['мясо', 'свинина', 'барбекю', 'колбасные изделия', 'жареная рыба']",Plzensky Prazdroj Gambrinus
Williams-Ginger-Beer,"['Средне-светлое', 'Фильтрованное']","['Смешанный', 'Травяное/Пряное']",['Шотландия'],Williams Brothers,Williams,['Верховое брожение'],Легкий,0.5,../data/images/Williams-Ginger-Beer.jpg,Средний,"['ячмень', 'пшеница', 'травы']","['фруктовый', 'лимон', 'имбирь', 'освежающий', 'сладковатый', 'теплый']","['аперитив', 'дижестив']",Williams Brothers Williams
Delirium-Red-750,"['Красное', 'Вишневое', 'Фильтрованное']","['Смешанный', 'Фруктовое/Овощное']",['Бельгия'],Huyghe,Delirium,['Верховое брожение'],Средний,0.75,../data/images/Delirium-Red-750.jpg,Дорогой,"['ячмень', 'хмель', 'фрукты']","['фруктовый', 'вишня', 'сладкий', 'сбалансированный', 'терпкий', 'клюква']","['десерты', 'фрукты', 'дижестив', 'орехи']",Huyghe Delirium
Clausthaler-Classic-Non-Alcoholic-in-can,"['Светлое', 'Фильтрованное']","['Лагер', 'Американский Лагер']","['Германия', 'Бавария']",Binding,Clausthaler,['Низовое брожение'],Легкий,0.5,../data/images/Clausthaler-Classic-Non-Alcoholic-in-can.jpg,Дешевый,"['ячмень', 'хмель']","['виноград', 'хлеб', 'солод', 'приятный', 'освежающий', 'гладкий']","['аперитив', 'морепродукты/дары моря', 'сыры', 'дижестив', 'снэки']",Binding Clausthaler
Schlenkerla-Rauchbier-Weizen,"['Темное', 'Нефильтрованное']","['Лагер', 'Немецкий Лагер', 'Копченое']",['Германия'],Aecht Schlenkerla Rauchbier,Schlenkerla,['Низовое брожение'],Средний,0.5,../data/images/Schlenkerla-Rauchbier-Weizen.jpg,Средний,"['пшеница', 'ячмень']","['шоколад', 'дым/копченый', 'сочный', 'банан', 'карамель', 'древесный', 'земляной', 'гвоздика', 'чистый', 'пшеничный', 'освежающий']","['мясо', 'копчености', 'барбекю', 'мясо на гриле']",Aecht Schlenkerla Rauchbier Schlenkerla
Kilikia,"['Светлое', 'Фильтрованное']","['Лагер', 'Американский Лагер', 'Американский Светлый Лагер']",['Армения'],Ереванский пивоваренный завод,Киликия,['Низовое брожение'],Средний,0.5,../data/images/Kilikia.jpg,Дешевый,"['ячмень', 'хмель']","['карамель', 'солод', 'горьковатый', 'хмель']","['мясо', 'птица', 'рыба', 'закуски', 'колбасные изделия']",Ереванский пивоваренный завод Киликия
Konigsbacher-Schwarz-Bier-in-can,"['Чёрное', 'Фильтрованное']","['Лагер', 'Шварцбир', 'Немецкий Лагер']","['Германия', 'Рейнгау']",Bitburger Braugruppe,Konigsbacher,['Низовое брожение'],Средний,0.5,../data/images/Konigsbacher-Schwarz-Bier-in-can.jpg,Дешевый,"['ячмень', 'хмель']","['тосты', 'приятный', 'освежающий', 'горьковатый', 'бархатистый', 'хмель']","['птица', 'красное мясо', 'мясо на гриле', 'твердые сыры', 'мясные закуски', 'немецкая кухня']",Bitburger Braugruppe Konigsbacher
Leffe-Brune,"['Темное', 'Фильтрованное']","['Эль', 'Бельгийский/Французский Эль', 'Бельгийский Темный Эль']",['Бельгия'],Anheuser-Busch InBev,Leffe,['Верховое брожение'],Средний,0.75,../data/images/Leffe-Brune.jpg,Средний,"['ячмень', 'хмель']","['карамель', 'солод', 'полный', 'сбалансированный', 'сливочный', 'сладковатый']","['сыры', 'закуски', 'дижестив', 'острые/пряные блюда', 'кисло-сладкие блюда']",Anheuser-Busch InBev Leffe
